date,event_name,winner_side,team1_name,team2_name,team1_score,team2_score,match_url,map1_team1_startside,map1_team2_startside,map1_round1_winner,map1_round2_winner,map1_round3_winner,map1_round4_winner,map1_round5_winner,map1_round6_winner,map1_round7_winner,map1_round8_winner,map1_round9_winner,map1_round10_winner,map1_round11_winner,map1_round12_winner,map1_round13_winner,map1_round14_winner,map1_round15_winner,map1_round16_winner,map1_round17_winner,map1_round18_winner,map1_round19_winner,map1_round20_winner,map1_round21_winner,map1_round22_winner,map1_round23_winner,map1_round24_winner,map2_team1_startside,map2_team2_startside,map2_round1_winner,map2_round2_winner,map2_round3_winner,map2_round4_winner,map2_round5_winner,map2_round6_winner,map2_round7_winner,map2_round8_winner,map2_round9_winner,map2_round10_winner,map2_round11_winner,map2_round12_winner,map2_round13_winner,map2_round14_winner,map2_round15_winner,map2_round16_winner,map2_round17_winner,map2_round18_winner,map2_round19_winner,map2_round20_winner,map2_round21_winner,map2_round22_winner,map2_round23_winner,map2_round24_winner,map3_team1_startside,map3_team2_startside,map3_round1_winner,map3_round2_winner,map3_round3_winner,map3_round4_winner,map3_round5_winner,map3_round6_winner,map3_round7_winner,map3_round8_winner,map3_round9_winner,map3_round10_winner,map3_round11_winner,map3_round12_winner,map3_round13_winner,map3_round14_winner,map3_round15_winner,map3_round16_winner,map3_round17_winner,map3_round18_winner,map3_round19_winner,map3_round20_winner,map3_round21_winner,map3_round22_winner,map3_round23_winner,map3_round24_winner
2025-10-13T11:00:00Z,CCT Season 3 South America Series 5,team2,Bounty Hunters,Players,1.0,2.0,https://www.hltv.org/matches/2386695/-,t,ct,team1,team1,team1,team1,team1,team1,team1,team2,team1,team1,team2,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,ct,t,team2,team2,team2,team2,team2,team2,team1,team1,team1,team1,team2,team2,team2,team2,team1,team1,team1,team1,team1,team2,team1,team2,team2,team1,t,ct,team1,team1,team1,team1,team1,team1,team2,team1,team2,team1,team2,team2,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2
2025-10-13T10:00:00Z,Exort The Proving Grounds Season 5,team2,ECSTATIC,SINNERS,1.0,2.0,https://www.hltv.org/matches/2386433/-,ct,t,team2,team2,team2,team2,team1,team2,team2,team2,team1,team2,team1,team1,team1,team1,team2,team1,team1,team2,team2,team2,team1,team2,team2,team2,t,ct,team1,team1,team1,team2,team1,team2,team2,team2,team2,team2,team1,team1,team2,team2,team2,team1,team2,team2,team1,team1,team1,team1,team1,team2,ct,t,team1,team1,team1,team2,team1,team1,team1,team2,team2,team1,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2
2025-10-13T10:00:00Z,NODWIN Clutch Series 1,team1,Oramond,500,2.0,1.0,https://www.hltv.org/matches/2386731/-,ct,t,team2,team2,team1,team2,team2,team2,team1,team1,team2,team1,team1,team1,team2,team2,team2,team1,team1,team1,team1,team1,team1,team1,team2,team2,t,ct,team2,team2,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team1,team1,team2,team1,team2,team2,team2,team2,ct,t,team2,team2,team1,team1,team1,team1,team2,team2,team2,team1,team1,team1,team2,team2,team1,team1,team1,team1,team1,team2,team1,team2,team2,team2
2025-10-13T07:15:00Z,European Pro League Cup 1,team1,G2 Ares,MASONIC,2.0,0.0,https://www.hltv.org/matches/2386790/-,ct,t,team2,team1,team1,team1,team2,team1,team2,team2,team2,team1,team1,team1,team1,team1,team1,team2,team2,team2,team1,team2,team2,team1,team1,team2,t,ct,team1,team1,team1,team1,team1,team1,team2,team1,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-13T07:00:00Z,NODWIN Clutch Series 1,team1,FAVBET,UNiTY,2.0,0.0,https://www.hltv.org/matches/2386730/-,ct,t,team2,team2,team2,team1,team2,team1,team1,team1,team1,team1,team1,team1,team1,team1,team1,team1,team2,team2,team1,team2,team2,team2,team2,team2,t,ct,team1,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team1,team1,team1,team2,team2,team1,team1,team1,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-13T07:00:00Z,Exort The Proving Grounds Season 5,team1,BetBoom,Spirit Academy,2.0,0.0,https://www.hltv.org/matches/2386432/-,t,ct,team1,team1,team1,team1,team1,team2,team1,team2,team1,team2,team2,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,ct,t,team2,team2,team2,team2,team1,team2,team1,team1,team1,team1,team1,team2,team1,team1,team1,team1,team2,team2,team1,team2,team2,team2,team1,team1,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-13T04:00:00Z,European Pro League Cup 1,team1,Mousquetaires,Aurora Young Blud,2.0,1.0,https://www.hltv.org/matches/2386791/-,t,ct,team1,team1,team1,team1,team2,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team1,team1,team2,team1,team2,team2,team2,team2,ct,t,team1,team1,team1,team1,team1,team1,team2,team1,team1,team1,team2,team2,team1,team1,team2,team2,team2,team2,team1,team1,team2,team2,team2,team1,ct,t,team1,team1,team1,team2,team1,team1,team2,team2,team2,team1,team1,team1,team2,team1,team1,team1,team1,team2,team1,team1,team2,team2,team2,team2
2025-10-13T04:00:00Z,NODWIN Clutch Series 1,team1,RUBY,m1x,2.0,0.0,https://www.hltv.org/matches/2386729/-,ct,t,team2,team2,team2,team1,team2,team1,team1,team1,team2,team1,team1,team1,team1,team1,team2,team1,team1,team1,team1,team2,team2,team2,team2,team2,t,ct,team1,team1,team1,team1,team1,team1,team1,team1,team1,team2,team2,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-12T14:00:00Z,Argentina Game Show Cup 2025,team2,9z,BESTIA,2.0,3.0,https://www.hltv.org/matches/2386781/-,t,ct,,team2,team2,team2,team2,team2,team2,team1,team1,team1,team1,team1,team2,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,ct,t,,team2,team1,team2,team2,team2,team1,team1,team2,team1,team1,team1,team1,team2,team2,team2,team1,team2,team2,team1,team2,team2,team1,team1,t,ct,,team2,team2,team2,team1,team2,team2,team2,team1,team2,team2,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2
2025-10-12T14:45:00Z,ELITE FE Cup 6,team1,BIG EQUIPA,Peekaboo,2.0,0.0,https://www.hltv.org/matches/2386854/-,ct,t,team2,team2,team2,team1,team1,team1,team2,team1,team1,team1,team1,team1,team2,team2,team1,team2,team2,team2,team2,team2,team2,team1,team1,team1,t,ct,team1,team1,team1,team1,team2,team2,team2,team1,team1,team1,team1,team2,team2,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-12T14:00:00Z,CCT Season 3 South America Series 5,team1,MIBR Academy,Procyon,2.0,0.0,https://www.hltv.org/matches/2386693/-,t,ct,team2,team2,team2,team2,team2,team1,team1,team1,team1,team1,team2,team1,team1,team1,team1,team2,team1,team2,team1,team1,team1,team2,team2,team2,ct,t,team1,team1,team1,team2,team1,team1,team1,team1,team1,team1,team2,team2,team2,team1,team2,team2,team2,team2,team2,team1,team2,team2,team1,team1,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-12T13:00:00Z,Exort The Proving Grounds Season 5,team2,9INE,SINNERS,0.0,2.0,https://www.hltv.org/matches/2386431/-,t,ct,team2,team2,team1,team1,team1,team2,team2,team2,team2,team2,team1,team2,team2,team2,team2,team2,team2,team1,team2,team2,team2,team2,team2,team2,ct,t,team2,team2,team2,team2,team1,team2,team2,team1,team1,team2,team1,team1,team1,team2,team2,team2,team2,team1,team2,team1,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-12T12:00:00Z,CCT Season 3 Europe Series 8,team1,RUBY,BetBoom,2.0,0.0,https://www.hltv.org/matches/2386346/-,ct,t,team1,team1,team1,team2,team2,team1,team2,team2,team2,team1,team2,team1,team1,team2,team2,team2,team2,team2,team2,team1,team1,team1,team1,team1,ct,t,team1,team1,team2,team2,team1,team2,team1,team1,team1,team1,team1,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team1,team1,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-12T13:30:00Z,ELITE FE Cup 6,team1,Peekaboo,confidence,13.0,9.0,https://www.hltv.org/matches/2386853/-,t,ct,team1,team1,team1,team1,team2,team2,team2,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team1,team2,team2,team1,team1,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-12T09:00:00Z,Master League Portugal XVII,team2,Famalicão,Rebels,2.0,3.0,https://www.hltv.org/matches/2386772/-,t,ct,team1,team2,team2,team2,team2,team2,team1,team1,team1,team2,team1,team1,team2,team2,team1,team1,team1,team2,team1,team1,team1,team1,team2,team2,ct,t,team1,team2,team2,team2,team2,team2,team2,team1,team2,team1,team2,team1,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,ct,t,team1,team1,team2,team2,team2,team1,team2,team1,team1,team1,team2,team2,team1,team1,team1,team2,team2,team2,team1,team1,team2,team1,team2,team2
2025-10-12T11:00:00Z,ESL Pro League Season 22,team2,Falcons,Vitality,0.0,3.0,https://www.hltv.org/matches/2385970/-,t,ct,team1,team1,team1,team2,team2,team2,team2,team1,team2,team2,team1,team1,team2,team2,team2,team2,team2,team1,team1,team1,team1,team2,team2,team2,t,ct,team2,team2,team1,team1,team1,team2,team2,team2,team1,team2,team2,team2,team2,team2,team2,team1,team1,team1,team2,team1,team1,team2,team2,team2,ct,t,team2,team2,team2,team2,team2,team1,team2,team2,team2,team1,team2,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2
2025-10-12T11:00:00Z,CCT Season 3 South America Series 5,team1,Crashers,VEXA,2.0,1.0,https://www.hltv.org/matches/2386692/-,ct,t,team2,team2,team1,team1,team1,team2,team1,team2,team1,team2,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,t,ct,team1,team1,team1,team2,team1,team1,team2,team1,team2,team1,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,ct,t,team1,team1,team1,team1,team1,team1,team2,team2,team1,team1,team2,team2,team1,team1,team2,team2,team2,team2,team2,team1,team2,team1,team2,team1
2025-10-12T12:30:00Z,ELITE FE Cup 6,team2,hindsight,confidence,11.0,13.0,https://www.hltv.org/matches/2386852/-,ct,t,team2,team2,team2,team1,team1,team1,team2,team1,team1,team1,team1,team1,team1,team1,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-12T11:00:00Z,ELITE FE Cup 6,team2,Peekaboo,BIG EQUIPA,7.0,13.0,https://www.hltv.org/matches/2386851/-,ct,t,team1,team1,team2,team2,team2,team2,team2,team1,team2,team2,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-12T10:00:00Z,Exort The Proving Grounds Season 5,team1,ECSTATIC,Eternal Fire,2.0,0.0,https://www.hltv.org/matches/2386430/-,ct,t,team1,team1,team2,team2,team1,team2,team2,team2,team1,team1,team1,team2,team1,team1,team1,team2,team1,team1,team2,team1,team2,team1,team2,team2,t,ct,team2,team2,team2,team2,team1,team1,team1,team2,team1,team1,team1,team1,team1,team1,team2,team2,team2,team1,team2,team2,team1,team1,team1,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-12T09:10:00Z,CCT Season 3 Europe Series 8,team1,BetBoom,1win,2.0,0.0,https://www.hltv.org/matches/2386345/-,ct,t,team2,team2,team1,team1,team1,team1,team1,team1,team2,team1,team1,team1,team1,team1,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,t,ct,team2,team1,team1,team1,team1,team2,team1,team1,team1,team2,team2,team2,team1,team1,team1,team1,team2,team1,team1,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-12T07:00:00Z,Galaxy Battle 2025 Phase 4,team1,PARIVISION,Inner Circle,3.0,0.0,https://www.hltv.org/matches/2386215/-,t,ct,team2,team2,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team1,team1,team1,team1,team1,team1,team1,team1,team1,team2,team1,ct,t,team1,team1,team1,team2,team1,team1,team1,team1,team2,team1,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,t,ct,team1,team1,team2,team2,team1,team2,team1,team1,team2,team2,team2,team2,team2,team1,team1,team1,team1,team1,team1,team1,team2,team1,team2,team2
2025-10-12T07:00:00Z,Exort The Proving Grounds Season 5,team2,Betera,Spirit Academy,1.0,2.0,https://www.hltv.org/matches/2386429/-,ct,t,team2,team2,team2,team2,team1,team1,team1,team1,team1,team1,team1,team1,team2,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,t,ct,team2,team2,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,team1,team1,team1,team2,team1,team1,team1,team1,team1,team2,team2,team2,t,ct,team1,team1,team1,team2,team2,team2,team2,team2,team2,team1,team1,team2,team2,team1,team1,team2,team1,team2,team2,team2,team2,team2,team2,team2
2025-10-12T07:30:00Z,ESL Pro League Season 22,team1,MOUZ,FaZe,2.0,0.0,https://www.hltv.org/matches/2385969/-,ct,t,team1,team1,team1,team1,team1,team1,team2,team1,team1,team2,team2,team2,team1,team1,team1,team1,team2,team2,team2,team1,team2,team2,team2,team2,t,ct,team1,team2,team1,team1,team1,team2,team2,team2,team1,team1,team1,team2,team1,team2,team2,team2,team1,team1,team2,team1,team1,team2,team1,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-12T06:00:00Z,CCT Season 3 Europe Series 8,team2,ESC,RUBY,1.0,2.0,https://www.hltv.org/matches/2386344/-,ct,t,team1,team2,team2,team2,team2,team2,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team1,team2,team1,team2,team2,team2,team2,team2,t,ct,team2,team2,team2,team1,team1,team1,team2,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team1,team1,team1,team1,team1,team2,team2,t,ct,team2,team2,team2,team2,team2,team1,team1,team2,team1,team1,team1,team2,team1,team1,team1,team1,team1,team2,team2,team1,team2,team2,team2,team2
2025-10-12T08:31:15Z,CCT Season 3 South America Series 5,team2,MAGICOS,Vasco,0.0,1.0,https://www.hltv.org/matches/2386694/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-12T06:30:00Z,European Pro League Cup 1,team1,GenOne,MASONIC,2.0,0.0,https://www.hltv.org/matches/2386789/-,t,ct,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team1,team1,team1,team1,team2,team1,team1,team1,team1,team2,team1,team1,team2,ct,t,team2,team1,team1,team1,team2,team1,team1,team1,team1,team2,team1,team2,team1,team1,team1,team2,team2,team1,team2,team2,team2,team1,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-12T04:00:00Z,Exort The Proving Grounds Season 5,team1,BetBoom,Johnny Speeds,2.0,1.0,https://www.hltv.org/matches/2386428/-,t,ct,team2,team2,team2,team2,team1,team2,team2,team1,team1,team1,team1,team1,team1,team1,team1,team1,team2,team1,team2,team1,team1,team2,team2,team2,ct,t,team2,team2,team2,team2,team2,team1,team1,team2,team2,team2,team1,team2,team1,team1,team1,team2,team2,team1,team2,team2,team2,team2,team2,team2,t,ct,team2,team2,team2,team2,team1,team1,team1,team2,team2,team2,team1,team2,team1,team1,team2,team1,team1,team1,team1,team1,team1,team1,team2,team2
2025-10-12T04:00:00Z,European Pro League Cup 1,team1,fish123,Aurora Young Blud,2.0,0.0,https://www.hltv.org/matches/2386788/-,ct,t,team1,team1,team1,team1,team1,team2,team1,team1,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,t,ct,team2,team2,team2,team1,team1,team1,team1,team1,team2,team2,team1,team2,team1,team1,team2,team1,team1,team1,team1,team1,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-11T18:00:00Z,Argentina Game Show Cup 2025,team1,BESTIA,Dusty Roots,2.0,1.0,https://www.hltv.org/matches/2386780/-,ct,t,team1,team1,team1,team1,team2,team2,team2,team2,team2,team1,team1,team2,team1,team1,team1,team1,team2,team2,team2,team2,team2,team1,team1,team2,t,ct,team1,team1,team1,team1,team1,team1,team1,team1,team1,team2,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,ct,t,team1,team1,team2,team2,team2,team1,team2,team1,team1,team1,team2,team1,team1,team2,team1,team1,team2,team1,team2,team1,team1,team1,team2,team2
2025-10-11T18:00:00Z,CCT Season 3 South America Series 5,team1,Yawara,UnderDogs,2.0,0.0,https://www.hltv.org/matches/2386691/-,ct,t,team1,team1,team1,team1,team2,team1,team1,team1,team2,team1,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,t,ct,team1,team1,team2,team2,team2,team1,team2,team2,team1,team1,team2,team2,team1,team1,team1,team1,team2,team1,team1,team1,team2,team1,team1,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-11T14:30:00Z,Betera Esports League 2025,team2,Minsk House,OLD BASTARDS,1.0,2.0,https://www.hltv.org/matches/2386850/-,t,ct,team1,team1,team1,team2,team2,team2,team1,team1,team2,team2,team2,team2,team2,team2,team1,team1,team2,team1,team1,team1,team1,team1,team1,team2,t,ct,team2,team2,team2,team2,team2,team2,team1,team2,team2,team1,team1,team1,team1,team1,team2,team1,team2,team1,team1,team2,team1,team1,team2,team1,ct,t,team1,team1,team1,team2,team1,team1,team1,team2,team2,team2,team1,team2,team2,team2,team2,team2,team1,team2,team1,team2,team1,team1,team2,team1
2025-10-11T15:15:00Z,CCT Season 3 South America Series 5,team2,GameHunters,FOLHA AMARELA,0.0,2.0,https://www.hltv.org/matches/2386690/-,t,ct,team2,team2,team1,team2,team2,team2,team1,team1,team1,team1,team2,team2,team2,team2,team2,team1,team1,team1,team2,team2,team1,team1,team1,team1,ct,t,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team1,team2,team2,team2,team2,team2,team1,team2,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-11T13:30:00Z,Exort The Proving Grounds Season 5,team2,Partizan,SINNERS,1.0,2.0,https://www.hltv.org/matches/2386427/-,t,ct,team1,team1,team1,team1,team2,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,team1,team2,team2,team2,team2,team2,ct,t,team1,team1,team1,team2,team2,team1,team1,team1,team2,team1,team1,team1,team1,team2,team1,team1,team2,team2,team2,team2,team2,team2,team2,team1,t,ct,team2,team2,team2,team2,team2,team2,team2,team2,team2,team1,team2,team2,team2,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2
2025-10-11T13:00:00Z,ESL Pro League Season 22,team2,FaZe,Vitality,1.0,2.0,https://www.hltv.org/matches/2385968/-,t,ct,team1,team2,team1,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team1,team1,team1,team1,team2,team1,team1,team1,team1,team1,t,ct,team1,team2,team1,team1,team1,team2,team2,team2,team1,team1,team2,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,team2,ct,t,team2,team2,team2,team1,team2,team2,team1,team1,team1,team1,team2,team2,team2,team2,team2,team1,team1,team2,team2,team1,team2,team2,team2,team2
2025-10-11T14:00:00Z,Argentina Game Show Cup 2025,team1,9z,R2,2.0,0.0,https://www.hltv.org/matches/2386779/-,ct,t,team2,team2,team2,team2,team2,team1,team1,team1,team1,team2,team1,team1,team1,team2,team2,team2,team2,team1,team1,team1,team1,team1,team1,team2,t,ct,team1,team1,team1,team1,team2,team1,team1,team1,team1,team2,team1,team1,team2,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-11T12:00:00Z,CCT Season 3 South America Series 5,team1,Players,Crashers,2.0,1.0,https://www.hltv.org/matches/2386689/-,t,ct,team1,team1,team1,team1,team1,team1,team1,team1,team1,team1,team2,team1,team1,team2,team1,team2,team2,team2,team2,team2,team2,team2,team2,team2,ct,t,team1,team1,team1,team1,team2,team2,team1,team2,team2,team2,team1,team1,team1,team1,team1,team2,team2,team1,team2,team2,team2,team2,team2,team1,ct,t,team1,team2,team2,team2,team2,team2,team1,team1,team1,team1,team1,team2,team2,team1,team1,team1,team1,team1,team1,team2,team1,team2,team2,team2
2025-10-11T13:00:00Z,Galaxy Battle 2025 Phase 4,team1,Inner Circle,Nemiga,2.0,0.0,https://www.hltv.org/matches/2386214/-,ct,t,team2,team2,team1,team1,team1,team1,team1,team1,team1,team1,team2,team1,team2,team2,team2,team2,team1,team2,team2,team1,team1,team2,team2,team1,t,ct,team2,team2,team1,team1,team1,team2,team2,team2,team2,team1,team1,team1,team2,team2,team1,team2,team1,team1,team1,team2,team1,team1,team1,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-11T13:00:00Z,CCT Season 3 Europe Series 8,team1,RUBY,Sashi,2.0,0.0,https://www.hltv.org/matches/2386343/-,ct,t,team2,team2,team2,team1,team1,team1,team1,team1,team2,team1,team2,team1,team2,team2,team2,team1,team1,team1,team1,team2,team2,team2,team1,team1,t,ct,team1,team1,team1,team2,team2,team2,team1,team1,team1,team2,team1,team1,team2,team2,team1,team1,team1,team2,team2,team2,team2,team2,team1,team1,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-11T13:00:00Z,eXTREMESLAND 2025 Middle East Open Qualifier,team1,JiJieHao,Just Passing By,2.0,0.0,https://www.hltv.org/matches/2386849/-,ct,t,team2,team1,team2,team2,team2,team2,team1,team2,team1,team1,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team1,team2,team1,team1,t,ct,team1,team1,team1,team2,team2,team1,team1,team1,team1,team1,team1,team2,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-11T12:45:00Z,Master League Portugal XVII,team1,Rebels,One For All,2.0,0.0,https://www.hltv.org/matches/2386771/-,ct,t,team1,team2,team2,team2,team2,team1,team1,team1,team2,team2,team2,team2,team1,team1,team1,team1,team1,team2,team1,team1,team2,team2,team1,team2,t,ct,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team1,team1,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-11T10:00:00Z,Exort The Proving Grounds Season 5,team2,BC.Game,Eternal Fire,1.0,2.0,https://www.hltv.org/matches/2386426/-,ct,t,team2,team2,team2,team2,team2,team2,team2,team1,team1,team1,team1,team2,team1,team1,team1,team1,team1,team1,team2,team2,team1,team1,team2,team2,t,ct,team1,team2,team2,team2,team2,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team1,team1,team1,team1,team2,team2,team2,team2,team2,ct,t,team2,team2,team2,team2,team2,team1,team2,team1,team2,team2,team2,team2,team2,team1,team1,team1,team1,team2,team1,team2,team2,team2,team2,team2
2025-10-11T08:00:00Z,Slovak National Championship 2025 Finals,team1,SINNERS,ECLOT,3.0,1.0,https://www.hltv.org/matches/2386675/-,t,ct,team1,team1,team1,team2,team2,team1,team2,team2,team2,team2,team2,team1,team1,team1,team2,team2,team2,team1,team1,team1,team2,team1,team1,team2,ct,t,team1,team1,team2,team2,team2,team2,team2,team1,team2,team1,team2,team2,team1,team1,team1,team1,team2,team2,team2,team2,team1,team2,team2,team2,t,ct,team2,team2,team2,team1,team1,team1,team2,team2,team2,team1,team2,team2,team1,team1,team2,team1,team1,team1,team1,team2,team1,team1,team1,team2
2025-10-11T10:00:00Z,Galaxy Battle 2025 Phase 4,team1,PARIVISION,Gentle Mates,2.0,0.0,https://www.hltv.org/matches/2386213/-,t,ct,team2,team2,team2,team2,team2,team2,team2,team1,team1,team2,team2,team1,team2,team1,team1,team1,team1,team2,team2,team1,team1,team1,team1,team1,ct,t,team2,team2,team1,team1,team1,team2,team1,team1,team1,team1,team2,team2,team1,team1,team1,team1,team1,team2,team1,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-11T09:45:00Z,ESL Pro League Season 22,team2,MOUZ,Falcons,0.0,2.0,https://www.hltv.org/matches/2385967/-,ct,t,team1,team1,team1,team1,team1,team1,team2,team2,team2,team2,team2,team2,team2,team1,team2,team1,team2,team2,team2,team1,team1,team2,team1,team1,ct,t,team1,team1,team2,team2,team2,team1,team2,team1,team2,team2,team2,team1,team2,team2,team2,team2,team2,team1,team1,team2,team2,team2,team2,team2,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-11T10:00:00Z,CCT Season 3 Europe Series 8,team2,EYEBALLERS,ESC,0.0,2.0,https://www.hltv.org/matches/2386342/-,t,ct,team2,team2,team2,team2,team2,team2,team1,team2,team1,team2,team2,team1,team2,team1,team1,team2,team2,team2,team1,team1,team1,team1,team1,team1,ct,t,team2,team2,team2,team2,team2,team2,team2,team2,team2,team1,team2,team1,team1,team2,team2,team1,team1,team1,team1,team1,team1,team1,team2,team1,,,,,,,,,,,,,,,,,,,,,,,,,,
